SongNumber,SongID,ArtistFamiliarity,ArtistHotness,ArtistID,ArtistLocation,ArtistName,AlbumName,AlbumID,SongHotness,Title,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,Loudness,Mode,Tempo,TimeSignature,TimeSignatureConfidence,Year
7106,SOTGKCI12AC468AD32,0.596614691,0.44243608,AR2ZLBH1187FB592FE,,iTAL tEK,Blood Line,793115,0.569049035,Tokyo Freeze,0,293.09342,0,11,0.492,-9.298,0,102.347,5,1,2007
7107,SOHOIUZ12AC4687424,0.452400582,0.401462053,AR8I87E1187FB57E2E,Pacoima CA,Andrae Crouch,More Of The Best,688803,nan,Praises,0,269.26975,0,3,0.335,-14.316,1,127.91,5,0.596,0
7108,SODOKFV12A58A7B924,0.741132802,0.542533993,ARG3UX61187B9AC05A,,D.O.W.N.,Southern Slang,256234,0,I Luv Dat Too,0,226.69016,0,11,0.684,-8.329,1,90.997,4,0.675,0
7109,SOYPMAY12A6D4F84A5,0.438213094,0.325018376,AR553M51187B98BCE7,Regina Saskatchewan Canada,Renee Rosnes,With A Little Help From My Friends,25641,0,So In Love,0,396.32934,0,7,0.341,-19.697,0,100.89,4,0.535,0
7110,SOUYAQM12A8C13802C,0.618318369,0.404211365,ARJV9031187B9AAFA1,CANADA - Ontario,Kyle Riabko,Before I Speak,292355,0.601034317,Doesn't Get Much Better,0,211.53914,0,11,0.619,-4.618,0,102.034,4,1,2005
7111,SOCFLRU12AB018B0E2,0.697887822,0.435144672,AR6GJDZ1187B991E46,Mexico City Mexico,KALIMBA,Amar y Querer (Homenaje a Las Grandes Canciones),662932,0.450762242,Al Final,0,297.63873,0,10,0.328,-5.985,1,65.246,4,0.59,2009
7112,SOHNNXG12AB0187669,0.580798778,0.389341752,ARMWZF41187FB387F9,Sledge MS,Charley Pride,The Pride of Country,580920,nan,Help Me Make It Through the Night,0,172.09424,0,0,0.764,-13.551,1,76.98,4,0,2002
7113,SOOIWMK12A6D4F6972,0.669726188,0.427914247,ARGMXQW1187FB54C34,Sao Paulo Brazil,Eliane Elias,Everything I Love,25267,0.259114383,The Beat Of My Heart,0,138.39628,0,10,0.636,-21.304,0,83.219,4,0,2000
7114,SOITOFS12A81C21D00,0.710445622,0.540630686,AR2UQQ51187B9AC816,Arles France,Gipsy Kings,Gipsy Kings / Mosaique / Este mundo,674246,0.675546728,Camino,0,303.09832,0,2,0.693,-11.273,0,91.846,4,0.15,1989
7115,SOTDRNJ12A8C137751,0.673653885,0.461679633,AR4Y1BM1187B99A1EF,,Deitrick Haddon,Crossroads,295592,0.375984302,Stir The Gift,0,199.07873,0,7,0.625,-7.077,1,139.543,4,0.469,2004
7116,SOESPJF12A8C134EEC,0.561272323,0.377852557,AR5IHI31187B998618,,Pascal Obispo,Fan,292043,nan,La Prétention De Rien,0,237.63546,0,9,0.868,-6.709,0,130.026,4,0.62,2004
7117,SOHJRBH12AC468973C,0.496128895,0.336645937,ARMTE8E1187FB5ACC2,Haynesville LA,Johnny Copeland,Down On Bended Knee,743319,0.437036204,Make My Home Where I Hang My Hat,0,206.00118,0,5,0.407,-13.03,1,94.552,4,0.636,1983
7118,SOZTFAZ12A8AE46630,0.82960374,0.559925869,ARS86AJ1187B9B4225,Port Arthur TX,Janis Joplin,Janis,284497,0.893593875,Maybe,0,246.72608,0,8,0.41,-12.494,1,151.717,3,0.986,1969
7119,SOHHJZW12A8C141B19,0.517274592,0.349431338,AR6BHP31187FB365E1,Greensboro NC,Sonny Terry / Brownie McGhee,At The 2nd Fret,269851,0.25655735,Backwater Blues,0,383.16363,0,4,0.269,-17.516,1,117.106,3,1,0
7120,SODGRKA12A8C1436EB,0.514076383,0.36753016,ARE33S11187B9A0904,,Sick On The Bus,Go To Hell,610859,0.215080319,Who R Ya,0,178.65098,0,7,0,-3.977,1,181.573,4,0.575,2002
7121,SOMVECE12A8C131335,0.338093922,0.259002095,AR9GQKV1187FB52E44,,Mylon LeFevre,Ryman Gospel Reunion,143831,0,Without Him (Ryman Gospel Reunion Version),0,146.9122,0,7,0.863,-11.899,1,208.304,3,1,0
7122,SOCBUYU12A8C13D518,0.69297934,0.536862274,ARJCOPY1187FB5C315,Mogadishu Somalia,K'Naan,The Dusty Foot On The Road,110009,0,Smile,0,249.12934,0,4,0.326,-8.138,0,163.44,3,0.675,2004
7123,SOYPFVA12A8C139A7A,0.612657824,0.457611174,AROJAG11187B9B71A3,London,The Chap,Mega Breakfast,264764,0.547003914,They Have a Name,0,145.50159,0,8,0.685,-12.919,1,149.978,4,0.584,2008
7124,SOOZMNA12AB018470F,0.449060609,0.176766901,AROPZYT11F4C83EFFA,,JC Lodge,Romantic Reggae Vol. 5,445183,nan,Let's Make Love,0,217.65179,0,1,0.367,-6.379,1,168.135,4,0.461,0
7125,SOAYXCJ12AB0183822,0.686812987,0.684478823,ARJGIOD1187B9AE920,,Kelly Clarkson,All I Ever Wanted,393179,0.689313564,Cry,0,214.5171,0,10,0.571,-4.256,1,142.137,3,0.688,2009
7126,SOKLZTC12A8C141362,0.546012784,0.380556728,ARVLMSG1187B98E07E,LITTLE ROCK Arkansas,Dale Hawkins,Daredevil,123105,0,Wish I Hadn't Called Home,0,114.65098,0,2,0.26,-14.359,1,42.897,4,0,0
7127,SOWRNJC12AB0184DA1,0.611942956,0.403197978,AR8Q4RZ1187FB46BDC,Linden TX,T-Bone Walker,Mean Old World,762587,nan,I'm Still In Love With You,0,171.83302,0,1,0.545,-16.964,1,81.073,1,0.828,1967
7128,SOFKVBE12A58A77159,0.440661973,0.293842955,AR0VIQV1187B9978F8,California - SF,The Products,Once Again...The Products,401039,nan,Punkrock Livin',0,117.2371,0,4,0.69,-5.984,1,169.801,1,0,0
7129,SOHYWWR12A6D4FBED8,0.434026368,0.23451976,ARDW74M1187B98DA34,,The Florida Boys,When He Was On The Cross [I Was On His Mind],124655,0.319565987,When He Was On The Cross [I Was On His Mind],0,210.88608,0,8,0.771,-10.849,1,70.286,4,0.047,0
7130,SOGTRVF12A8C1363B5,0.707335681,0.603876487,ARYJSY01187B9B7C65,Locust Ridge TN,Dolly Parton,DOLLY - HEARTSONGS,423558,nan,I'm Thinking Tonight Of My Blue Eyes,0,171.80689,0,7,0.481,-15.149,1,168.897,4,0.928,0
7131,SOVPWRB12A6D4FB0C3,0.475721567,0.398373123,AR45KNL1187B992E53,California - SF,Dr. Elmo,Dr. Elmo Sings The Boo's,226440,0,Happy Halloween Anniversary,0,151.84934,0,9,0.474,-10.649,1,65.637,4,0.891,0
7132,SORTZRZ12AB0185C09,0.49030398,0.334415271,ARRPCKN1187FB5BA2F,Naples TX,Z.Z. Hill,Second Chance,663521,nan,It Ain't No Use,0,189.46567,0,0,0.122,-18.22,1,87.009,4,0,1971
7133,SOGAALD12A6D4F58F2,0.867258942,0.547764111,ARHUC691187B9AD27F,Long Beach California,The Mars Volta,Scab Dates,20027,0.589946219,Caviglia,0,165.72036,0,2,0.423,-20.934,1,203.314,5,0.412,2005
7134,SOJBYZE12AB018EB1E,0.739454874,0.513339196,AREKO1L1187B997EFE,Lund Sweden,The Radio Dept,Are You Scared To Get Happy?,767185,0.604554485,Mad About the Boy,0,207.20281,0,2,0,-11.953,1,124.968,4,0.803,2006
7135,SOMUMTW12A6701C7B8,0.872536599,0.610731463,AR12F2S1187FB56EEF,Boston MA,Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,403756,nan,Cryin',0,308.76689,0,9,0.706,-3.947,1,105.804,3,1,1993
7136,SOSCJED12AB018B692,0.535149281,0.331365412,AR89GHM1187B9921A3,,Todos,Cuba en Navidad,658829,nan,Los Brillantes Ojos del Angel (sparked Angel Eyes),0,224.39138,0,9,0.065,-14.79,0,154.048,4,0.951,0
7137,SOJXBTY12AB0187E55,0.597794859,0.418895804,ARGQANQ11F50C4769E,San Francisco Bay Area,Y&T,Yesterday & Today Live,560651,nan,Mean Streak,0,285.1522,0,4,0.356,-9.462,1,165.712,4,0.241,1983
7138,SOTFUBR12A8C13E3EC,0.813013089,0.548533655,ARXDQJB1187FB57154,London England,Faithless,Live At Alexandra Palace,307773,nan,Mass Destruction,0,259.86567,0,7,0.594,-5.509,1,88.74,4,0.194,2004
7139,SOFYNGP12A8C13AB56,0.417216442,0.329432664,ARIFOQ6119B866970E,,Fontaine Sisters,Coccole di Natale,673950,0.405115722,Silver Bells,0,199.00036,0,7,0.853,-7.35,1,84.138,1,0,2004
7140,SOFWBHN12AB0185D25,0.825192029,0.529165902,ARWLV931187B9B0F5A,Jacksonville FL,Evergreen Terrace,Almost Home,632757,0.610846628,We're Always Losing Blood,0,241.44934,0,4,0.437,-3.862,1,158.976,4,0,2009
7141,SOLLFHP12A58A77467,0.387242595,0.187676301,ARJ3TAF1187FB4AAB1,California,David & Steve Gordon,Yoga Hotel,644025,nan,Yoga de Sensualite,0,480.80934,0,6,0.059,-12.162,1,89.977,4,0.263,0
7142,SOLJYSI12AB0182A80,0.639158708,0.497544085,ARLE1JH1187B9B630B,,Zbigniew Preisner,3 Couleurs : Blanc,422111,0.437036204,Morning at the hotel,0,146.46812,0,0,0.624,-16.891,1,82.264,5,1,1994
7143,SOIFHON12AB0185C5F,0.927985931,0.599859525,ARPBTRI1187FB52457,,The Game / Nas,LAX,311458,0.682449124,Letter To The King,0,345.59955,0,4,0.978,-8.216,0,104.666,1,0.84,0
7144,SOLQGKC12AB0187983,0.240387119,0,ARPGOAF1187B98F677,,Giorgos Tsalikis,Live!,796038,nan,Polles Fores,0,78.05342,0,0,0.467,-5.251,1,166.93,1,0,0
7145,SOKVNIC12A58A7B805,0.727497337,0.537267237,ARTSGR41187B9912C6,,W.A.S.P.,The Crimson Idol,98257,0.515357179,When The Levee Breaks,0,426.78812,0,3,0.104,-4.024,1,144.252,4,0,1992
7146,SONYQUL12AB0188C4D,0.379983083,0.309514272,ARZ7OD71187B9940A7,New York,Los Munequitos de Matanzas,Tumi Cuba Classics Vol.3: Rumba,812035,nan,El Chisme De La Cuchara,0,184.21506,0,1,0.355,-12.99,1,102.366,3,1,0
7147,SOHXHIA12AC9072E10,0.585161207,0.367071449,ARH8HRR1187FB5CBE8,,Sharon Shannon_ Carol Keogh,Saints & Scoundrels,601587,0.215080319,Summer Sands (feat. Carol Keogh),0,199.88853,0,8,0.942,-9.565,1,85.999,4,0.249,0
7148,SODWAMH12AAF3B385E,0.382308283,0.283562596,AR358YS1187FB44A29,Springfield MO,The Jordanaires,The King's Harmoniers,480973,nan,Break My Mind,0,134.21669,0,7,0.886,-12.789,1,131.395,1,0,0
7149,SOSBWPG12A8C135B62,0.691442152,0.402835787,ARBPRTL11F4C83CB05,Hendersonville TN,The Oak Ridge Boys,American Gospel Classics,201010,0,God's Hands,0,154.8273,0,5,0.786,-14.535,1,67.863,3,0.768,0
7150,SOAZXJW12A58A7C4DE,0.718381342,0.455825979,ARBD4QW1187FB42153,Sweden,Scar Symmetry,Pitch Black Progress,217092,0.70793754,Abstracted,0,204.95628,0,3,0.255,-3.869,0,97.687,4,0,2006
7151,SOIIRHU12AF72A4D7C,0.70334944,0.498395338,ARQOC971187B9910FA,Lansing MI,The Verve Pipe,The Verve Pipe,280629,nan,La La,0,249.28608,0,11,0.253,-7.899,0,87.146,4,0,1999
7152,SOBZZEQ12AB018802D,0.675003401,0.497304911,ARHUQUF1187FB382E6,Thaba Nchu,T-Bone,Seasons,589045,0.270775999,T-Bone,0,164.70159,0,7,1,-5.819,1,171.52,1,0,0
7153,SOUQZLK12AC468B143,0.60383917,0.395791274,ARDY3451187B9A0226,Dry Ridge KY,Skeeter Davis,Let Me Get Close To You (With Bonus Tracks),788125,0.375984302,My Sweet Loving Man,0,116.89751,0,4,0.739,-6.957,1,130.196,4,0.904,0
7154,SOFJPIM12A8C13B6E7,0.605278551,0.350182732,ARAA1VM1187B994013,,Daler Mehndi,Raula Pai Gaya - The King Is Back,157433,0.406980284,Gora Gora Badan,0,237.92281,0,3,0.276,-3.819,0,140.026,4,0,0
7155,SOVHCTD12AC9E154F7,0.780815619,0.57266469,AR1XA631187FB57662,London England,Ruben Cossani,Tägliche Landschaft,381814,nan,Piroschka,0,10.68363,0,5,0.109,-25.471,1,68.798,1,0,0
7156,SOPNFOE12A8AE48AC9,0.68108442,0.453371188,ARI4SKQ1187B9B43B0,,Beres Hammond Feat. Natural Black,Love Has No Boundries,700462,nan,Let The Good Times Roll,0,223.4771,0,4,0.628,-4.845,0,146.238,4,0.481,0
7157,SOWLWCO12AB018B0AA,0.419369663,0.333108386,ARUFQW01187FB5BA63,,Ashbrg,Are We Still In The Game?,755020,nan,Night Shift,0,164.57098,0,4,0.169,-10.496,0,94.234,4,0.519,0
7158,SOAUFFQ12A8C134623,0.796493402,0.510324986,ARIWB161187B9AA1D5,Forest Hills Queens New York City NY USA,Simon & Garfunkel,Parsley_ Sage_ Rosemary And Thyme,289191,nan,Patterns,0,182.56934,0,7,0.123,-14.299,1,107.593,4,0.706,1966
7159,SOKTGAA12AB01891A8,0.604779303,0.389256743,AR4G2AQ1187FB59D5B,Finland,Indica,Spiritual Moves vol. 2 - Busted Grooves,761648,0.215080319,Rock N' Roll,0,461.11302,0,0,0.671,-7.546,1,145.05,4,0.384,0
7160,SOVCQXW12AB017E43D,0.422887557,0.296248811,AR9E43L1187FB566FA,,Steve Chou,Happy Etude,337123,nan,Sheng Li Hu Huan,0,217.91302,0,0,0.702,-6.902,1,136.06,4,0.378,0
7161,SOGFMCG12AC468E4F1,0.622567955,0.319927242,ARPKGV01187B9939F5,Mass. - Boston,The Charms,Trelokoritso - Oles oi epityxies,793204,nan,See you on Sunday,0,163.99628,0,9,0.325,-7.235,1,84.017,5,0.384,0
7162,SOHZXJH12A6D4F3B87,0.558679249,0.434541946,AR8UA7Z1187B9AD9C9,Rennes,Étienne Daho,Live Ed,20081,nan,Le plaisir de perdre (live 1989),0,261.22404,0,2,0.759,-9.816,1,172.789,4,0,0
7163,SOFSJFF12AB018432C,0.421181869,0.304911912,ARRBINW1187B98AE6D,Brooklyn NY,Marcie Blane,Bobby's Girl - The Complete Seville Recordings,448416,0,Wer Einmal 'A' Gesagt (What Does A Girl Do?),0,136.38485,0,2,0.68,-9.462,1,86.708,4,0.261,2004
7164,SOGTFWG12A8C1323A7,0.547035734,0.365686606,ARTM0RS1187B9A0BE6,,Super Cat,Don Dada,282237,0.48456253,Them No Care,0,215.66649,0,6,0.035,-7.616,1,157.5,4,0.416,1992
7165,SOPHSZY12A8C1332D8,0.03282413,0,ARDBWEC1250940F214,,Anna Meliti,Anna Meliti,281614,nan,Lefkes Selides,0,208.50893,0,2,0.914,-9.405,0,89.021,4,0.03,0
7166,SOZLOKC12A8AE46C5C,0.59753764,0.241317032,ARIN9J01187B98BCC0,,Ramses,Dans Ma Radio,138469,nan,Trop De...,0,156.76036,0,2,0.207,-8.988,1,165.526,4,0.42,0
7167,SOPPWWP12A8C138DD8,0.58811765,0.378106965,ARS26BQ1187B99466D,,Vilma Palma e Vampiros,Vilma Palma e Vampiros_ grandes exitos,97822,nan,Bye Bye,0,344.86812,0,6,0.71,-7.088,1,197.232,4,1,1992
7168,SOYNIGU12AB018A341,0.444677871,0.333015302,ARKON4P1187B98B291,Plymouth Devon England,Ron Goodwin,Music in Orbit,757766,nan,The Milky Way,0,185.46893,0,0,0.181,-17.84,1,91.349,4,0.769,0
7169,SOOGOAQ12A8AE48C0F,0.481621471,0.384201629,ARMWXUE1187B9B9D3D,,Los Titanes,Hard Salsa Coast To Coast  Vol 2,235975,nan,Dejaria Todo,0,235.93751,0,2,0.409,-6.139,1,92.884,4,0.297,0
7170,SOAWDBP12A8C144CB2,0.588580772,0.388438522,ARDCKVJ1187FB54D1F,Centerville TN,Syl Johnson,The Complete Syl Johnson on Hi Records,375613,0.460484845,Diamond In The Rough,0,176.74404,0,4,0.535,-8.242,0,144.344,4,0.482,2000
7171,SOIFOJR12AB018C940,0.569409992,0.410796813,ARD1C9K1187FB3F742,Ewing NJ,Pariah,Resilience / Shadow World,721901,0.249065795,Resilience,0,501.83791,0,2,0.019,-6.217,1,170.063,4,0.69,0
7172,SOPQIRY12AB01824FE,0.498057123,0.281684227,AR9G2A41187B99951A,Mississauga,Las Niñas,Ojú !!! Remixes,417836,nan,Ojú!!! (Nettlephonic Remix),0,203.02322,0,11,0.17,-5.518,0,99.551,4,0.747,0
7173,SOKWJCX12AB018542C,0.598739119,0.351675722,ARAVS1S1187FB4C519,Los Angeles CA,Chico Hamilton,Heritage,500552,nan,Denise (Jeremy Carlstedt Funk Variation),0,270.602,0,6,0.47,-8.264,0,88.98,4,1,0
7174,SOESGIR12A8AE4855D,0.504447583,0.366483302,ARO32TC1187FB39461,Tennessee,Chico,Riddim Driven: Career,185849,nan,Have U Own Things,0,179.09506,0,10,0.26,-7.91,0,127.839,3,1,0
7175,SONNXNM12A8C135EC1,0.413483989,0.297664755,ARUHGHL1187B9A8C08,Singapore,Electric O & Ishkan,Cock Dynamiks: Sensual Canadian Hip-Hop,246515,nan,The Three X's,0,304.09098,0,6,0.248,-9.464,1,88.985,4,0.639,0
7176,SOZWAMN12AB018234D,0.686988955,0.606630152,ARX9YIP1187B98A656,,RUN-DMC Featuring Jagged Edge,Crown Royal,404398,0.553504526,Let's Stay Together (Together Forever),0,197.77261,0,2,0.303,-8.689,0,108.069,4,0.623,2001
7177,SOWWYSD12A8C13BD9B,0.810506205,0.531157063,ARYOPH81187B98AEED,Boston Brooklyn USA,Converge,No Heroes,204276,0.621291654,To the Lions,0,220.49914,0,8,0.447,-3.884,1,110.631,4,1,2006
7178,SONOMUN12A67020B06,0.645316974,0.401090254,ARW9SN11187FB52D0D,,City High,City High,15590,nan,The Only One I Trust,0,256.33914,0,2,0.442,-10.426,0,92.922,3,0.851,2001
7179,SOWBHUE12AB0180BDF,0.494902079,0.334143883,ARRHVVL1187B991E41,Vallejo CA,Johnny Otis,Johnny Otis and the Good Time Blues 5,665093,nan,Head Hunter,0,182.46485,0,10,0.015,-12.418,0,141.662,4,0.774,0
7180,SOCJBTQ12A6D4FA539,0.285488908,0.246656523,AR3S7KI1187FB3F737,,Leon Berry,Giant Wurlitzer Pipe Organ Vol. 1,175288,nan,Waltzing Matilda,0,171.59791,0,3,0.706,-9.612,1,123.816,4,0.484,0
7181,SOFLELE12A8C13B2B4,0.475721567,0.398373123,AR45KNL1187B992E53,California - SF,Dr. Elmo,Hip Hopped Grandma,252808,0,E-mail From Nigeria,0,203.78077,0,5,0.175,-13.557,0,97.972,5,0.694,0
7182,SOAAEHR12A6D4FB060,0.806359343,0.545789126,AR5N8VN1187FB37A4E,Seattle,Soundgarden,Badmotorfinger,15964,0.654067966,Slaves & Bulldozers,0,415.81669,0,0,0.371,-9.306,1,131.272,4,0.59,1991
7183,SOXOPDV12A8C133674,0.47738761,0.423234535,ARLKAOO12406A89CB1,,Vorstadtkinder,Ultra Dark Radio - Compilation III. Mensch und Maschine,289619,0,Los!,0,291.21261,0,7,0.593,-4.07,1,179.82,4,0,0
7184,SOOEERU12AAA15E794,0.398366354,0.390434973,ARN9GBH1187FB3FEF9,Rio de Janeiro BR,Leo Gandelman,Western World (Ocidente),480214,0,Saxambando,0,119.09179,0,5,0,-12.998,0,63.316,1,0,0
7185,SONEFMV12AC3DF6DB7,0.395603509,0,ARGRTPZ1257509D28A,,David Saylor,Un Trozo de Mi,603735,nan,Ven a Mi,0,252.13342,0,11,0,-6.143,0,124.062,4,0.775,0
7186,SOOEXUJ12A6701E77F,0.694021648,0.479407676,ARODBRG1187FB3FD99,,Nick Cave & The Bad Seeds,Let Love In,8423,0.650767013,Loverman,0,382.01424,0,5,0.515,-7.971,0,137.589,4,0,1994
7187,SODLDIV12A6D4F9B96,0.652801355,0.443098947,ARYG6CU1187FB3852B,,Milk Inc.,Supersized,42842,0.392008771,No Angel (radio/album),0,239.82975,0,1,0.617,-6.263,0,140.972,4,0,2006
7188,SOABVPU12AB018AA22,0.583443024,0.385787615,ARZZRK91187B9A5CA5,Kingston Jamaica,Delroy Wilson,Dub Plate Style,592776,0.299877488,Conquer Me,0,180.53179,0,8,0.118,-9.068,1,151.498,4,0,2009
7189,SORFQCM12AC3DF9530,0.522008233,0.347098105,AR280881187B98BA28,Lund Sweden,YGGDRASIL,Herrelaus,730657,nan,Nordfjorloftet,0,190.69342,0,11,0.281,-14.636,1,132.261,1,0.295,1998
7190,SOKRHQK12AB018CCC0,0.727030782,0.530321955,ARZ33PH1187FB52F58,,Kat Deluna / Akon,Push Push,803821,0.736526578,Push Push,0,188.96934,0,11,0.566,-4.87,0,130.073,4,0.32,0
7191,SOWIGGR12A6D4F6CC4,0.747708669,0.52040786,ARSL5SP1187B9A7AE0,Compton California USA.,N.W.A.,Straight Outta Compton (2002 Digital Remaster) (Explicit),26252,0.238344847,Bonus Beats (2002 Digital Remaster),0,183.14404,0,0,0,-9.385,1,96.171,4,1,0
7192,SOKERIO12AB018A550,0.464101982,0.326516557,AR8GEH21187FB4F83E,Metro Manila,6CycleMind,Home,569025,0.212045405,Across The Universe,0,267.38893,0,1,1,-7.604,1,74.068,4,0.574,0
7193,SOECCRJ12AB017F089,0.421792253,0.319209721,AR0OEYB1187FB4A81E,Yorkshire England,Catherine Howe,Harry / Silent Mother Nature,495430,0,Where Would You Start? (From Harry),0,257.14893,0,9,0.542,-14.166,1,121.452,4,0.962,0
7194,SOCDRTL12AB017E541,0.628560156,0.29296817,AREV0ZO1187B997221,Dallas TX,Doyle Bramhall,Is It News,539725,0,Chateau Strut,0,235.59791,0,1,0.771,-8.693,1,147.066,4,0.476,2007
7195,SOJODUO12A6D4F69CD,0.670372784,0.478985713,ARUMGZN1187FB37125,London England,Slick Rick,The Art Of Storytelling,50686,0.608932946,Kill Niggaz,0,169.69098,0,4,0.346,-6.669,1,92.551,3,1,1999
7196,SOPDFZR12AB018875F,0.917863906,0.908202619,ARKU3Z61187FB51DCA,St Michael Barbados ,Rihanna,Good Girl Gone Bad: The Remixes,371487,nan,Breakin' Dishes,0,199.6273,0,11,0.699,-6.194,0,127.908,4,0,2007
7197,SOKXYUW12A8C140229,0.889460725,0.612067268,AR65K7A1187FB4DAA4,,Beyoncé feat. Slim Thug,Check On It,440979,0.729515474,Check On It,0,211.17342,0,11,0.215,-4.293,0,110.695,5,0.922,2005
7198,SODESIY12A6701FD88,0.480305276,0.287731468,ARELA4P1187B991507,Texas,The Firesign Theatre,Boom Dot Bust,13411,0,We Heart Billville (LP Version),0,108.25098,0,2,0.466,-17.074,1,57.308,4,0.615,0
7199,SOEXVLC12AB018AAE6,0.526646055,0.352342013,AR05VW21187FB407B4,Nottingham,Fudge Tunnel,In A Word,681552,0.464923994,Gut Rot,0,235.7024,0,9,0.547,-12.422,1,80.624,5,0.792,1991
7200,SOCJLPU12AB01890F6,0.496224085,0.347249717,ARE08BN1187B98FCA3,,Der Plan,Geri Reig Und Normalette Surprise,711626,0.360370583,Was Ich Von Mir Denke,0,213.91628,0,11,0.026,-17.241,0,99.348,4,0.615,0
7201,SOTNZAE12A8C1331F1,0.379983083,0.309514272,ARZ7OD71187B9940A7,New York,Los Muñequitos De Matanzas,Rumberos de Corazon- 50 Aniversario,245750,0.260338243,Te Ando Buscando,0,301.19138,0,10,0.396,-11.133,0,91.943,5,0.416,2007
7202,SORHVYD12A8C138C56,0.327233191,0.063724986,ARYUHNV1187FB482AF,,Megadrums,Ketu,202996,nan,Suar Agung,0,314.17424,0,6,1,-18.674,1,104.803,1,0,0
7203,SOEOVBX12AB0189E1C,0.642907249,0.355899038,AR67FTZ1187B9975EC,NY - New York City,Maria & Margot Hellwig/Thomas Lehrberger,Lieder Meines Lebens - Zum 90. Geburtstag Der Königin Der Volksmusik,762865,nan,La Montanara,0,192.78322,0,5,0.927,-9.252,1,84.22,3,0.198,0
7204,SOGHJQO12AB0185566,0.075282884,0,ARFFFFY122988EDE49,,Carlos Embales - Cutumba,¡La Rumba está buena!,663989,nan,A una mamita,0,418.2722,0,1,0.279,-16.292,1,98.377,3,1,0
7205,SOKJVBZ12A8C13C27E,0.475027801,0.378413814,ARMPIH61187FB44227,,Sun Yan-Zi,Start,105801,nan,That's The Way It Is,0,215.53587,0,1,0.473,-7.547,1,86.06,5,0.662,2002
7206,SONFFRT12AB0188599,0.631741802,0.464525451,ARO3XZQ1187FB39351,,Cobra Killer,Uppers & Downers,643356,0.476248227,The Universe is in the Oven,0,233.40363,0,2,0.119,-6.857,1,97.433,4,0.847,0
7207,SOUGAWG12A8C13616B,0.510660236,0.333770845,ARTK5LU1187B9A654C,,Michael Gettel,San Juan Suite/San Juan Suite II: Narada Classics,150863,0.334706549,Wind And Water,0,308.87138,0,6,0.773,-15.941,0,152.935,4,0.051,1996
7208,SOBCQXN12AB01889DB,0.359129966,0.274197771,ARODP5P1187FB40142,,Eddie Cano,Here is Fabulous Eddie Cano,461028,nan,Barsanova Brown (Album Version),0,129.12281,0,5,0.251,-13.259,0,124.726,5,0.682,0
7209,SOOMZXC12A6D4FA2AD,0.425883322,0.313647771,ARPFKK81187B99878D,Ramsey Fayette County IL,Tex Williams,Vintage Collections,53200,nan,Smoke! Smoke! Smoke! (That Cigarette),0,174.73261,0,9,0.606,-11.992,1,84.851,5,0.423,1947
7210,SONSHOY12A8C13E81D,0.831928949,0.594627867,ARZQ7QA1187B9AD08B,Minneapolis MN,Prince & Tevin Campbell,Music From Graffiti Bridge,114557,0.430160637,Round and Round ( LP Version ),0,235.78077,0,7,0.432,-10.485,1,107.469,4,0.965,0
7211,SOVCJCE12A8A9D59F4,0.423401377,0.375652824,ARCII0J1187FB3A1B4,New York City New York,The Marx Brothers,The Cocoanuts / Monkey Business,233168,nan,Florida By the Sea - The Cocoanuts,0,128.23465,0,8,0.71,-12.73,1,91.722,3,0.481,0
7212,SOAPICM12A81C228EB,0.092125073,0,ARKGWMO11F50C4813F,,Lynette Schultz,It's Only Natural,179296,0,Take Me Down To LA,0,250.98404,0,9,0.636,-7.911,1,154.734,1,0,0
7213,SOBWJDG12AB0182BA7,0.471536797,0.374637301,AR4YE5M1187B9934ED,Australia,The Cannanes,Living the dream,467600,0.463251105,Winding Down Again,0,188.31628,0,7,0.558,-12.704,1,161.045,4,0.667,0
7214,SOTMILP12A8C13D2CC,0.425070564,0,ARNDHMV1241B9C870B,Barcelona ,Pantanito,Pantanito,303387,nan,Aceite,0,51.12118,0,11,0,-7.622,0,112.995,4,0.611,0
7215,SODPCGN12A8C13A4AF,0.648902582,0.440835007,ARP07GD1187B9B9DA4,,Los Originales De San Juan,La Caspa Del Diablo-Corridos A Toda Ley,157404,0,Domingo Valdovinos,0,181.86404,0,7,0.802,-8.196,1,112.442,3,1,0
7216,SORTCHS12AB017E07C,0.583580795,0.323452004,AREVNVA1187B989EE0,,Paul Thorn,Aint Love Strange,533909,0.265861049,Mood Ring,0,236.53832,0,7,0.848,-8.146,1,159.894,4,0,2006
7217,SOLICRS12AB0186198,0.852699664,0.661349364,AR4EQ231187B99368F,Denver CO,The Fray,The Fray,407996,0.795505541,Absolute,0,227.082,0,3,0.222,-5.432,1,140.577,4,0.79,2009
7218,SOIFDWL12A6D4F8A98,0.68320604,0.484876719,ARCLFWR1187B9AE7B2,,Fun Lovin' Criminals,Come Find Yourself,28359,0.614576982,We Have All The Time In The World,0,221.33506,0,9,0,-9.472,1,91.833,4,1,1996
7219,SOUYCQF12A58A7DCD4,0.585387199,0.42951364,ARPVRUC1187FB4F1DE,Oakland CA,Pitch Black,Ape to Angel,732018,nan,Smpty spaces missing units,0,379.66322,0,1,0.585,-20.269,1,106.683,1,0.599,0
